zip,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
11407,0.008005975820410013,-0.020922835894163036,0.09377421974052089,-0.03602905726708858,-0.10460503849810035,0.01207779787634878,0.03441041750658426,-0.06820818136108464,0.04015934020535876,0.04157298882917884,-0.017857697238396128,-0.240353692640285,-0.008041110388332773,-0.08308682609744845,-0.20894209041786352,-0.1200799212312996,-0.0449079447941671,-0.15258400411335615,-0.2246911460910721,-0.31382480799502543,-0.4330967002998489,-0.16819811468743062,-0.45553954478978725,-0.477787667605229,-0.47680490096396405,-0.4580242115975143,-0.5295659147413725,-0.5861841341046068,-0.5019914245117729,-0.5328849540039685,-0.5783751596776169,-0.42532599300779883,-0.5860041668907645,-0.49590965170223134,-0.5444028153287883,-0.5396344612839599,-0.330166660660152,-0.4827535372631594,-0.45787435198677995,-0.4029410391876952,-0.3246686013670986,-0.33489504561280753,-0.3998744155647245,-0.34854859673293936,-0.2619321109210604
11408,0.06272342578562747,-0.03012411140110835,0.13610420813462332,-0.007162965757894681,-0.038177630472996306,-0.015286449547621601,0.024093494182193115,-0.02311962524431,-0.06036999361990952,-0.12293183410562056,0.027364522668674646,-0.1269484804714868,-0.20750666225860265,-0.061792858630702385,-0.2231753259698681,-0.3699651578246934,-0.11194343316823885,-0.3877999851427416,-0.27989428248911585,-0.22718280357110573,-0.38506892780814306,-0.44555058808582915,-0.3789603729521269,-0.5491071485859031,-0.5251063375282385,-0.6142660519277663,-0.4843494605646956,-0.5815180324999303,-0.5816428613468951,-0.6184554036247875,-0.47547358732481215,-0.513902003004692,-0.5883621663460845,-0.6038187302495627,-0.5759519876399146,-0.3873441787215547,-0.5220512916523844,-0.5509352286094569,-0.5795346679533219,-0.5510636459977264,-0.48802786128895315,-0.5379560895692438,-0.495742462550122,-0.45397419405227835,-0.34240674794466164
1140x,-0.026904342484769302,0.06366421147088866,-0.0029669590251883288,-0.04728588266232333,0.013389190849188083,-0.047000862340927665,0.13487754756144338,-0.044064291513307936,-0.15323332336595163,-0.08076893530128364,-0.10253874831816998,0.006456784004489027,-0.16386282425593007,0.004413819520289394,-0.28670488761999313,-0.2546665734447444,-0.05346464364603151,-0.1925872820523553,-0.1703116089929317,-0.2630228260777212,-0.3601458132240699,-0.39252761031122413,-0.37406490402005493,-0.41181631720823286,-0.45743439811082504,-0.3472838457082637,-0.5799855819040297,-0.5405089895082545,-0.5356459824573392,-0.5452858676745431,-0.5968152958908542,-0.6113341261896619,-0.5560842767553529,-0.5647731785500718,-0.5466129993480386,-0.5140982535007506,-0.4007291330579135,-0.4342383795786003,-0.5559272585863538,-0.3549027452478373,-0.39915191872425004,-0.46530329987126373,-0.33853751240313024,-0.5392512455497932,-0.37116382655198776
11500,0.037041840386816384,0.03482756784019135,0.04374917104942443,0.12266973789249597,-0.020257925281181165,0.10781591455906803,-0.012925489936978708,0.03676457840423014,-0.05965032398945157,-0.019917236991093226,-0.049705996494381254,-0.08132710207158304,-0.078820510081083,-0.10605234564768404,-0.04061050869612902,-0.0537101936120077,-0.05020203251181793,-0.20434287374548382,-0.05830344889558714,-0.2089713444936417,-0.31663713151630957,-0.20252824298023073,-0.2732666934491986,-0.31405290605733155,-0.37824014740332434,-0.5087320474587731,-0.39673035001008977,-0.4928062159355632,-0.48987025796146305,-0.32682331564037626,-0.3845659589410304,-0.48192837579089975,-0.40759715478710257,-0.317738131095735,-0.2956137266860299,-0.32169565882254575,-0.4215144217613843,-0.43832294603227306,-0.20738210996757256,-0.3445355408382693,-0.29889574557289533,-0.2701778343855194,-0.22433633001910597,-0.30369301339598254,-0.24441533894471415
11510,0.04372142469048737,0.19707501701777355,-0.005825816903206271,-0.08306840748394416,0.017135066902873974,0.17123550369921664,0.0544042510644035,-0.03138385054261459,-0.12856487761460278,-0.0887766123342669,-0.12913019205787166,-0.15600892557413681,-0.18088763973797561,-0.017654553589147193,-0.22747129957723802,-0.19565373785201257,-0.3314262224534354,-0.08326017051256963,-0.12981163291758466,-0.2372330036976989,-0.2847253359248948,-0.35924960343831536,-0.5050539474687982,-0.4500897183367728,-0.4861941928011335,-0.5200643228376004,-0.5420285691185935,-0.45595181216877284,-0.62905471637168,-0.42048465709661453,-0.5357328127367306,-0.49720859326961064,-0.5369771762974221,-0.5456964404658351,-0.4796014773927506,-0.44950005446373686,-0.44504298735010794,-0.4686236207359258,-0.5258790035094942,-0.47349629201768784,-0.5420352473401329,-0.44971061295699705,-0.32769126233364126,-0.43398771116418294,-0.36612838323013985
11520,-0.02380948634096676,-0.0014653346429870824,-0.09472348531439094,0.0034301599909976888,0.08435380173424209,0.07114924227489337,-0.020034560199849526,0.11243965596134131,-0.01998290358920402,-0.03194466010597701,-0.012112688707535915,-0.07538189070908938,-0.10663991045676145,0.01724032407744901,-0.023266586941828142,-0.06019708245135025,-0.16448702350012595,-0.018946401566163867,-0.22295951216204374,-0.1991227022175933,-0.30152496974854454,-0.25605159740839295,-0.23712322665277713,-0.3412751832481744,-0.3583208151938938,-0.22078223996554072,-0.3652211101615527,-0.32168672263428444,-0.3974453401067732,-0.3274074606019639,-0.1439083521788002,-0.17010903708661354,-0.30737764307509896,-0.254230517646771,-0.2112052665969544,-0.2447731321712284,-0.17414014844656334,-0.23465855770976415,-0.28841049395661295,-0.23686525664315544,-0.2151948440956488,-0.20840893214482617,-0.24474414159072821,-0.07303145631102943,-0.12115307326434152
11540,-0.12572477356743775,-0.005100967592761404,-0.020770203824690046,0.026292548027227972,-0.04454611671703279,-0.06306202210824162,-0.08759703435631021,0.021711539412270733,-0.07173755453430358,-0.14684697761359927,-0.09809705601382286,-0.142971849631165,-0.20876690134804177,-0.05856904462311597,-0.16287377021675126,-0.08717567628591175,-0.18562210462547987,-0.048618996386601915,-0.23506362745247755,-0.13643088207325496,-0.35278879571759075,-0.24774028273312176,-0.3905767898363035,-0.3245577624045274,-0.43568485115101074,-0.40703397813112113,-0.34184927607910853,-0.608835844844942,-0.5675478816416611,-0.5827016821066016,-0.44708333399570865,-0.5259182798171437,-0.5118285364446508,-0.45525064875465926,-0.558922958329402,-0.4925454172967479,-0.5360799682909874,-0.5071827702423322,-0.47233739351090503,-0.42853495463135927,-0.4663283963064961,-0.49734939713571197,-0.5264690928760853,-0.40127566701552786,-0.42971275900535305
11550,0.04852662578553631,-0.018489146199496015,0.10473139548355065,0.05838562763345126,-0.028973449253193388,-0.04897004042722965,-0.0018992928382544523,0.0797790789391391,-0.005796126462370224,-0.15094358404374297,-0.19724828516276238,-0.12917892704239972,-0.07442069571613147,-0.07051128230370463,-0.04950338641016547,-0.12485972098695992,-0.2599501699909549,-0.1210259637978153,-0.0938286195489521,-0.21345694448549,-0.16531896665697673,-0.5087131903008661,-0.5959961883881367,-0.3149341604621163,-0.4741205559549546,-0.43344446257009606,-0.49295054373964686,-0.4224923270545284,-0.4829647798716735,-0.4591317091590517,-0.5902474560514426,-0.4176614218456712,-0.45759152748659887,-0.4047587019487221,-0.42358401636250104,-0.44740678631536734,-0.3544199330977299,-0.43934732391822756,-0.400164405646789,-0.5839330752463908,-0.3785344496511944,-0.39157400985429547,-0.5163764143676486,-0.33645963404633183,-0.4219635088113944
1158x,-0.0311167232149177,0.0091712660089339,-0.0019439702040815812,-0.056313092318915556,0.11872891292926192,-0.04024125053038033,0.18876308406366346,-0.0919957165472502,-0.059214249802246086,-0.12945756139017933,-0.040428345416237674,-0.05219264938483094,-0.05912645438147676,-0.0645132454241227,-0.20104765680241957,-0.037347875727919005,-0.01548211492699468,-0.14949633833277506,-0.13805404500885582,-0.228079607843516,-0.2551687883554475,-0.17742583254720112,-0.23625667362508673,-0.16679488152819635,-0.27630300024484034,-0.1794161072574884,-0.3227186144291531,-0.38169397264272487,-0.15548539530193745,-0.34590912333577356,-0.38578353047242026,-0.2767469617351498,-0.585960064324157,-0.5438455592347117,-0.14742627422917026,-0.3927456521091593,-0.24314570778795183,-0.2362855215720387,-0.15501454912642873,0.05882398806476252,-0.029139836073657555,-0.031044617889817605,-0.3783080436832426,-0.5975825053328,-0.16175344746480325
1159x,-0.046474088014666834,-0.019812065789025585,-0.022441513344255877,0.015432084757368897,-0.11880541151824216,-0.012318345479684722,-0.017232466565737757,-0.00886538364561968,-0.1544517576000226,-0.04103492319564725,-0.019367284217441147,-0.18885235737451705,-0.23705273142314925,-0.1454462310768139,-0.15463051808605752,-0.10217955212259631,-0.19938368647709553,-0.1256270803390186,-0.18530075634804666,-0.2574175464616873,-0.22027813436997287,-0.36946449029197265,-0.43560540535925807,-0.30832860837958903,-0.2712590512367859,-0.33497960650812797,-0.3182784245935393,-0.4020803128350947,-0.4059247213285294,-0.49855042546461353,-0.3800259822047022,-0.5455187185165806,-0.5176054474537353,-0.2827713121004263,-0.26950661152717703,-0.4419894060781669,-0.38970963048041385,-0.3985292994765744,-0.4413877680658744,-0.3353571295582901,-0.3328218928038682,-0.3042898106932134,-0.41113630613289215,-0.3964826839767169,-0.29965322776342396
1160x,0.03192416059905012,0.04278761136451262,0.10383691799162736,0.10470157167484091,-0.0158930193112315,0.038403123707438966,0.02622509494540207,-0.14660357823484632,0.0072545739979026636,-0.10570221774502622,-0.11480722345367188,-0.01283046013233724,-0.23390449099882174,-0.167842905806044,-0.06535433416573089,-0.28888283477400634,-0.14401150541744612,-0.06509021201147269,-0.2370170288577641,-0.2164408018683289,-0.22867233274257864,-0.44157184406344424,-0.6061787648561631,-0.5149518973307785,-0.3559851429277441,-0.39783713977503066,-0.4464553238310904,-0.46845215882105234,-0.4135833582797561,-0.7274271483131631,-0.6951897137524942,-0.5657642480197909,-0.45247318243186574,-0.37653610288236583,-0.42882757195784355,-0.3647111495889494,-0.6928596272661762,-0.3292911742482775,-0.2310775913847375,-0.44660785054381413,-0.3348732938704258,-0.37186905424115135,-0.37330611251843493,-0.2540795670282153,-0.3815796977147313
11630,0.0553836716779347,0.15190788645864794,-0.09013065228775276,0.09093165895508759,-0.07609398483914717,0.04289888126795756,0.04800363493276022,0.026962878886771395,-0.04705797740394247,0.023125799598206445,0.005877093016602341,0.08137973436538383,-0.022343416426332405,-0.03936881439183974,-0.1125833735672231,0.040100754791626406,-0.06637043186735428,-0.03879262591201336,-0.09970039327379904,-0.2830825741468622,-0.1084237336630051,-0.17708513109601476,-0.18431715083894235,-0.3483262858364923,-0.3767837762328557,-0.41922212051209146,-0.4654238058251424,-0.37530644201416863,-0.4266207521733407,-0.18473424951919193,-0.15310742066622865,-0.26561385863152887,-0.3014067739994527,-0.30969416777763975,-0.18715725365238994,-0.2769227464116211,-0.20990959070821635,-0.009839757605444616,-0.18961331835121906,-0.2315512438438449,-0.062437049590963856,-0.156322185409449,0.1735636553464842,0.07791820714992044,0.016732951032486777
1164x,-0.029844338989164734,-0.019905919150618637,0.11891770929300158,0.16867802255500614,0.05059783536058776,0.012616290333330268,0.09608066934136107,-0.08101384486173605,-0.02200892634730301,0.09353103345923676,-0.088079389228478,-0.06213838341207052,0.12225007509988517,0.04135364068352927,0.028629645375667822,-0.04466125284581317,-0.02626429980625965,-0.0021069148435627835,-0.11563501853376204,-0.16186345061209015,-0.11814115717663665,-0.3316264590327085,-0.1781527265173875,-0.16062559354928718,-0.2354125488381355,-0.4182164525734412,-0.4016654904367563,-0.07856259483806055,-0.438023946489071,-0.22973857830603633,-0.37080922003446504,-0.16432624269324764,-0.21909067058799375,0.03522300066804848,-0.16527828549588616,-0.2496572138181157,-0.1574658611092262,-0.24892038284312007,-0.2642240112727977,-0.009730924755182585,-0.2807364929187118,-0.15658700302934458,-0.033249701404574804,-0.15310688941921735,0.006180996112518541
1165x,-0.05282670769543748,0.08205208361286473,0.07454674078432892,0.06324732785403109,0.06399230421983818,0.07843661332086597,0.06667963578641631,0.06528635840655557,0.03452298213439173,0.02186832091624087,0.0586684596680125,0.04185576465789783,0.00589750172363068,-0.11538607216639404,0.07754568820445894,-0.030120722987314864,-0.011369998759534546,0.08190823476537365,0.08410247166519326,0.11577028100821332,-0.08277002976487433,-0.2767465300573901,-0.2232861994917384,-0.22453034804331917,-0.28235645586916025,-0.41280029239853605,-0.3932238407055983,-0.23207079005531772,-0.27614718938059923,-0.18545451234286447,-0.21828394153725805,-0.2527513605455539,-0.32251335276270515,-0.30827537712851166,-0.053159944693619815,-0.08395726365164384,-0.2001598614872812,-0.10208183068732235,0.01835595189104789,0.02487898971331,0.03132273488627338,0.06248191320229008,-0.02729642812526792,0.08725814746781506,-0.010069790756003713
1166x,0.07735642620323922,0.044400278819825,-0.03341660338032012,0.1030137229772802,0.036847187118491415,0.06871144382915995,0.018895367148504913,0.052602807660193984,0.20726822235131054,-0.021312461569355762,0.03283757227586661,0.0035030740789555523,-0.029678261883039313,-0.1564207512470134,-0.10179541560016311,-0.18080958631923993,-0.045393297876836214,-0.12691198253071054,-0.19632351110389273,-0.0021349916725266482,-0.3204589342304816,-0.4607509047269084,-0.2563344343232789,-0.6933313557549512,-0.48116635748131165,-0.31842387448473414,-0.3054195694987788,-0.47626701958443135,-0.5790559497891027,-0.4763164560731974,-0.4426328291082061,-0.1461248799797633,-0.3501109923054503,-0.3671941074807695,-0.2642973503368512,-0.29441093026681675,-0.260944011307763,-0.1792639845724618,-0.21405952692478797,-0.3923917585581076,-0.2281618353363567,-0.1726802125085266,-0.0718683479915857,-0.09671942066656422,-0.12195604588893488
1167x,0.09542855819487878,-0.024785169691511306,0.11363929880214708,-0.03229043413316884,0.11444085905460392,-0.06706786350619348,0.10887549927724993,-0.20244665100214465,-0.059531072132444345,-0.15808440294827125,0.1767151817146999,-0.18587189313278119,0.11936695058344834,-0.11541504074767178,-0.15345104964023598,-0.11257092894214746,-0.09614714159055576,-0.06002606635431612,-0.2617710083149032,-0.09660043597208962,-0.478088590923362,-0.38225496019943556,-0.42888510262227475,-0.37128329046754005,-0.2521950235019352,-0.37282603983598683,-0.7008004996018309,-0.3736022511546457,-0.6600087125034777,-0.553512290940692,-0.4241243721913288,-0.34137346318836614,-0.5959159043218103,-0.39722089194597576,-0.4459977691388701,-0.7506908572953978,-0.3609133102145416,-0.3107097545486346,-0.39192392432473366,-0.4548561155291239,-0.6176594181793728,-0.28784313970996445,-0.28776963480241013,-0.4229052297397579,-0.49794691442951966
1168x,-0.027560017723952734,-0.05683361407069582,-0.0683302819244079,0.0014130109667349552,0.04459439803481075,0.14285940403068514,0.04193060931685992,0.08331976211326968,-0.06989239783481815,0.017848241231001434,-0.06400173368944291,-0.1808870855612628,0.011673068492749288,0.06563470390528367,-0.15445517198044834,0.20300748276095343,-0.04514749381031286,-0.1013614702359377,-0.12328967141968734,-0.1971480303009851,-0.292394434362081,-0.23767201144299394,-0.27123177797566683,-0.30026010533433484,-0.40049970394492107,-0.29269044628149365,-0.499543093311702,-0.2896273737497234,-0.3627962800423363,-0.041016461510730295,-0.1162605045814144,-0.10570536312377415,-0.3465655014253018,-0.31837484068874683,-0.08226714153135747,-0.24857844568781967,-0.10029869162126923,-0.1290692652616588,-0.1355737402063293,-0.11214909122310657,-0.1027355932259612,-0.16648768020201304,-0.15380039387676078,-0.08837058427340835,0.027614931426375763
1169x,-0.05544600020391549,0.06283182070231737,0.11151267190830366,-0.043377433875520136,0.03133985154110326,-0.01829943389020452,0.08408736563199662,-0.21991568029164996,-0.008310525299274063,-0.012377503330946935,-0.13667103249673163,-0.16323583961098925,-0.16917886967421392,-0.017260389251123914,-0.16720140340975703,-0.1812310680277516,-0.20821325422593664,-0.2502843241557179,-0.20018241792368885,-0.24129217120012467,-0.37484953766498785,-0.30987738014333244,-0.34393060900299427,-0.42958137695920173,-0.6375841908965763,-0.42923245695893186,-0.33826545810745773,-0.6047233828782855,-0.5033825787730956,-0.4132412922905569,-0.5089302498183691,-0.5717470252035255,-0.5883623040148228,-0.4318187702143608,-0.6318481556488045,-0.6325321288861259,-0.6601727491826723,-0.40959027696257005,-0.584129778750165,-0.49838099454533347,-0.4047176923546893,-0.47457002994558195,-0.48184027820568276,-0.3532424090658006,-0.43715168962121304
12003,-0.041151985526031165,0.026435550652606294,0.09423127408035184,0.06306217731477795,-0.013222707079209958,0.031610472535267706,-0.10369382096872795,0.02007207378826617,-0.15057597566429082,-0.30281295593453417,-0.14924987185166533,-0.23236539834727643,-0.2584700992189673,-0.252253047423001,-0.2736819544511572,-0.23743632103913845,-0.3064542262077654,-0.3165391711029235,-0.4962566310566776,-0.4688998929666847,-0.6054782997236368,-0.6552166053169387,-0.8199285038514263,-0.6248429501735875,-0.8444043730507754,-0.8261562827168001,-0.780575554696685,-0.8698755764204407,-0.9199137330112483,-0.768741115065703,-0.8123134965949801,-0.8032803107763977,-0.9282662766766733,-0.751411672059084,-0.7929448133664211,-0.8844061272900734,-0.8080665406807599,-0.8417855808150374,-0.698519873887241,-0.8175910711806191,-0.7868358460995342,-0.7547442006397016,-0.6067622650985733,-0.6772038248075148,-0.6397059153414906
12004,-0.0806109100973574,0.045710209261649135,0.03233080721932915,0.12588151158334304,0.0684157489506363,-0.12601059272428988,-0.055152084435415125,-0.10513785342094462,-0.14749781296946618,-0.15718509716047183,-0.1760257649759254,-0.3312091619242723,-0.17593676817165613,-0.19648492116655825,-0.2465972100038409,-0.17628111323094248,-0.3918739803362451,-0.4367566003587423,-0.4984132224649008,-0.2764304916183458,-0.6084604093721038,-0.5686649197792865,-0.6631490055621674,-0.7892114898649105,-0.8705964477386415,-0.8747286943590624,-0.9617226045138587,-0.905479804782566,-0.933357604074311,-0.9331707156368919,-0.8204639080334147,-0.9932708759628406,-0.8076190649948589,-0.8933802034858196,-0.7937802514677381,-0.6356653430882625,-0.8727384945941525,-0.7735831420590978,-0.8767317796993999,-0.714471384931711,-0.8522141710525376,-0.7597886017587355,-0.750056449343679,-0.6417929749238289,-0.6251186310616215
12005,0.017442557428952774,-0.09356337427920135,-0.007968429989526751,-0.1093882123563564,-0.09784524875604195,0.027258336673140524,-0.11868423661878014,-0.18817926257208217,-0.17233040237845154,-0.12184290284447577,-0.16730907884010418,-0.16357710168785317,-0.29654823222294335,-0.26457447522214655,-0.11528510445035864,-0.17451865720592236,-0.19936510708591199,-0.41343211820207404,-0.4327218331309756,-0.3322353053540007,-0.6109231918354158,-0.6633770512118154,-0.7240613931824358,-0.799425909958533,-1.1261517634393678,-1.0396733623748622,-0.7786730581228072,-1.0080882197767753,-1.0868305257956243,-0.9418003332751215,-0.9499490174855955,-0.9496430846712413,-0.9936352470130514,-0.8968593508446796,-0.982097667994171,-1.0602487600912784,-0.953162558979438,-0.9466911902419117,-0.9520511171935732,-0.9640035576936679,-1.0903237980253409,-0.9516504963267503,-0.8054261990310891,-1.0781388370305782,-0.8950833714692116
12006,0.13766301088411684,0.05566217315746606,0.05068288520721224,-0.0007614742763165754,-0.02768157194513669,-0.016833918636830356,-0.022669367067353893,-0.06732515779096986,-0.09559654784627675,-0.20017270195033454,-0.16242483553161507,-0.15451553821606862,-0.34905476311535066,-0.13679436709871512,-0.12209440370170718,-0.23779171184888043,-0.3388151325615519,-0.3792067734266276,-0.30947793869714935,-0.45350974654652665,-0.655076027469038,-0.6833177578210213,-0.7672647158058271,-0.6701914179107871,-0.8969211824639794,-0.7762832694959837,-0.8166735952635874,-0.9065155245521915,-0.9031707152127624,-0.9548022841088679,-0.8612379453083225,-1.0499493161446218,-1.0120572640348806,-0.8361881117172087,-0.780382612498143,-0.911017923344956,-0.9044182975708607,-0.927421045637583,-0.9047156128112221,-0.8252416324757256,-0.824011405235246,-0.827484437289397,-0.8223926290744321,-0.9248001432078383,-0.6758730607257514
1200x,-0.09093770793208705,0.02079024054302433,-0.01840615251215838,0.01935062572440911,0.10932494639406717,-0.0042267407253960936,-0.10803479552356027,-0.1296952290993585,-0.13160726012483645,-0.09393181571105,-0.2704184765275802,-0.022303801339687374,-0.06072519903717016,-0.04670335666662312,-0.33991451613179635,-0.19211676624453644,-0.3315115693959287,-0.2833724593763927,-0.3655424900048549,-0.48278893940194956,-0.4873569270657636,-0.6045157089227753,-0.599020700358938,-0.6674227140174491,-0.7964323584988728,-0.7214145589355596,-0.8120657453561625,-0.8918929329260991,-0.7174893951886752,-0.8063786041793682,-0.6799900832967465,-0.8077574180257602,-0.812603075709673,-0.7421885597809588,-0.6871030539422786,-0.900912278710644,-0.9103926237946895,-0.9162139465088177,-0.7221057931498648,-0.8200689063882828,-0.7076290733603845,-0.7088845065449066,-0.7192387130986597,-0.6917659753689784,-0.7076919414485174
12100,0.021164683693265643,-0.05170878284781548,0.14136268522921366,-0.046929587353200214,0.004847886234320208,0.04976529047058803,-0.053420134089893205,-0.12509306806038384,-0.07217265480073472,-0.22519066644173452,-0.25246843821492565,-0.03499795389116228,-0.18383357535983202,-0.2653963950261497,-0.23012544008225902,-0.4071301058748249,-0.11015689965095307,-0.3179298919525567,-0.467955327864209,-0.33403480215473946,-0.5593440380122356,-0.5755376400835431,-0.5985512305084117,-0.6410674994389087,-0.6889024898351276,-0.8733441268652976,-0.7333653991951767,-0.8283940045392162,-0.8259750413208896,-0.8567197731199343,-0.7092262352766765,-0.8078696853929029,-0.7236719594789286,-0.9197007853214964,-0.6997956163525066,-0.9442310585763813,-0.8694752964967885,-0.9266651743951901,-0.9314732789391655,-0.966146651005464,-0.9074354840110889,-0.9262859196303296,-0.8461336120969071,-0.8519354530353729,-0.8078000969142481
1211x,-0.028490382635691952,0.1343045287900291,-0.06025734816541157,-0.08534983964490968,-0.11844102515913049,-0.17981940166838656,-0.11729987161146155,0.004241889005012767,-0.20669050521566723,-0.16164505178655644,-0.21305686120699374,-0.24315766606050532,-0.3156657655584617,-0.1976462459389946,-0.34587569506439136,-0.18637209611139333,-0.48042417335241855,-0.45187819362149034,-0.27282731363542745,-0.5310811631076102,-0.5211885175005039,-0.7796898995082839,-0.7560158960432382,-0.6572551026908661,-0.9574814625451034,-0.8262661626584409,-0.9352567023742315,-0.9620007095156292,-0.9447773092259844,-0.9066089235430567,-0.9570180484973024,-0.9651739217837497,-1.0982462650757923,-1.0555558860829837,-1.1612630297224535,-1.2147962492779407,-1.0932492206025584,-0.9706503003138531,-1.151144328014094,-0.9632553331565816,-1.0694362576075238,-0.9560971983199559,-1.0980569269391536,-1.1083707702565904,-0.927764983702201
1212x,0.11417808212498802,-0.06974237592270807,-0.18251114301185722,-0.08740789317714574,0.023567762629258887,0.14555554373317703,0.03460462147172299,-0.14364876641030616,-0.10774044679644468,-0.19819104761467365,-0.08566248535222291,-0.17677062089925769,-0.14064372297833275,-0.05494133856224424,-0.4031937231055179,-0.08532779840047372,-0.2767388106910718,-0.2335020471450528,-0.23966508978758677,-0.2751685046320072,-0.2550946146884327,-0.29248071701423695,-0.5030498915335843,-0.4926733802268358,-0.32929521370181486,-0.4549903353951484,-0.4281550682658203,-0.4449190185108637,-0.6973343980195392,-0.521718991058111,-0.6003779053450274,-0.7070861569087719,-0.733056349284125,-0.4565163500849981,-0.49827973119622826,-0.5470051992957352,-0.37423076848364145,-0.7770062238228068,-0.3134755765379602,-0.39382557892152614,-0.5003179396492867,-0.3990718449986953,-0.3146921783319496,-0.41169709556960116,-0.3192658731315181
1213x,-0.04033091454586532,-0.06509309809681932,-0.004024017000295678,-0.16538314832664724,-0.20035785883811041,-0.28379014822545495,-0.2415191319920449,-0.1282185743990382,-0.6617926474008933,-0.3704660494473513,-0.44947747455729725,-0.4749861037526951,-0.5369749077704609,-0.6723821079361746,-0.6531123323419314,-0.7928757772458307,-0.6849096797100115,-0.8731576428268696,-0.8775476739820661,-1.0388686039410555,-1.154014337310848,-1.3451810606044006,-1.189048122722361,-1.3254203220601959,-1.6198033774013245,-1.4222178072738545,-1.5307662418365766,-1.660345485207423,-1.587442503018134,-1.971323523991015,-1.6254072679505303,-2.0037633182030286,-1.9946881128334153,-1.6221287157494266,-1.7675479826724076,-1.8307925432970928,-1.9531803605215448,-1.8334842940243927,-1.816263680667572,-1.7461240048482471,-1.9278932395138357,-2.0994347105879845,-1.938674976256471,-2.141420529045332,-2.023452500893355
1218x,-0.00948321925834861,-0.11220889120334376,0.08766545621085815,-0.07498467744691877,0.0002885559607747317,-0.014690851693832243,-0.08642789368223033,-0.1690320258840579,-0.23159667534680026,-0.14873890416560623,-0.04262300002538283,-0.08728210620338395,-0.034852698440949514,-0.19404020407583794,-0.2230539384834051,-0.22819017968272085,-0.1516909743670684,-0.2198842267097738,-0.231810498543599,-0.4758680516079645,-0.24120663355752342,-0.46446481225019365,-0.6758100116102637,-0.5427007909738961,-0.49325945325855175,-0.4522096740412121,-0.5960140513109815,-0.558931097797424,-0.7440619944701586,-0.5521516701250968,-0.9017710720290797,-0.5784579853638624,-0.710770720273697,-0.6923264214061621,-0.4878558109302481,-0.5360937308280453,-0.5608632363655832,-0.656587113441654,-0.5819672249403971,-0.6111598785344947,-0.7040120777211195,-0.6445264185950319,-0.43994242994929755,-0.53040853786297,-0.6695591914052839
1219x,0.006543571879542187,-0.04124820509543576,0.09091978087386893,-0.10550098943162059,0.0852509516439659,-0.027613010126579726,-0.0741696819549007,-0.19278425849479458,-0.1687536435258597,-0.27830020746943307,-0.3042327247425347,-0.26746180904662803,-0.2276656659703509,-0.3240105229003913,-0.41106945880881185,-0.3607511783089345,-0.41102950207340255,-0.4661321421423987,-0.49620053768034256,-0.6858951301759958,-0.5906354949990195,-0.6320573624473067,-0.9464295256846358,-0.8459270204197025,-1.0977435884614075,-1.0211505406990382,-1.0247900787187787,-1.0646369922253005,-0.9883185110177087,-1.1138361439496327,-1.0015837851502238,-1.0684117338971055,-1.0777478889333354,-1.0214122921598499,-1.0486299132352699,-1.1475870242697574,-1.1404820245769314,-1.1179789395875106,-1.04703167983093,-0.9516746874482764,-1.07299667757722,-0.9813331847031679,-1.0979078372416817,-1.0096655485670019,-1.0301215126392405
12200,0.05354879351403859,0.11626364685516152,0.003490163811473171,-0.02087390522626664,0.1325845954920426,-0.026499823323013073,0.004235944830483536,-0.1659312175965818,-0.2364349048771727,-0.117386213215512,-0.027797241152224393,-0.07184369107260788,-0.1513644717500024,-0.05763790707310416,-0.11864581075074393,-0.20010089482877538,-0.2806359432495654,-0.1250321547738769,-0.30300105770513674,-0.2973489314677981,-0.34751585766105375,-0.6116208512314207,-0.389004892078531,-0.3552050018740479,-0.5330569585018974,-0.4687045678706262,-0.5383505556188724,-0.45193522508334966,-0.46435991464703386,-0.472736481332466,-0.4488110076753986,-0.4122382560629053,-0.6466527209258347,-0.49055429250524957,-0.648955156956795,-0.45257576356308904,-0.4375942724679822,-0.3478101164696797,-0.3699269102831617,-0.4988055956113434,-0.44482882731589934,-0.34170641435747967,-0.31285888099884385,-0.3110630098177787,-0.46229739062893027
